ID,NAME,DESKV,LINE_TYPE,PNP,INSTALL_DATE,LENGTH,ALT_NAME_1,ALT_NUM_1,ALT_NUM_2,LINE_USAGE,OPCO_1_NAME,OPCO_1_EAS_NUMBER,STATUS,OWNING_COMPANY,PCT_AEP_OWNERSHIP,OBJECTID,NOTES,DOCUMENT,GLOBALID,ET_CREATOR,ET_CREATED,ET_EDITOR,ET_EDITED,LOCATION_Length,LOCATION
22321435,Dawson - Owasso (GRDA),69 kV,Line,,,33728.25,,66-150,,,Public Service of Oklahoma,TLN114:0150,In service,AEP - PSO,100,289438,,,{0272B678-2C79-4F18-9100-CB68F6391896},,,,"February 6, 2015",12744.380190898424,
22323041,American Airlines - Catoosa  ,138 kV,Line,81-547,"December 31, 1990",50444.53,,81-547,,,Public Service of Oklahoma,TLN114:0547,In service,AEP - PSO,100,289454,,,{D133080C-0BC6-40A0-94C0-725275064F13},,,S271647,"July 20, 2018",19025.00030863354,
22325225,Catoosa - Northeastern Power Station,138 kV,Line,81-828,"December 31, 1964",119443.76000000001,,81-828,,,Public Service of Oklahoma,TLN114:0828,In service,AEP - PSO,100,289470,,,{840EC507-BB37-4794-B607-B3120688C7BE},,,S281088,"August 9, 2018",45152.324297309264,
22335367,TAP Catoosa -  NES,138 kV,Tap,,,4248.53,,81-828,,,Public Service of Oklahoma,TLN114:0828,In service,AEP - PSO,100,289486,,,{2BE1CFBD-29D0-44C4-B977-70D6429A598D},,,,"February 6, 2015",1603.8155034945803,
22426073,Hosston - North Benton,69 kV,Line,"J-102-1, J-102","December 31, 1976",145847.94,,102,,,Southwestern Electric Power (LA),TLN194:00102,In service,AEP - SEP non-TX,100,289806,,,{A7B9CC67-C1BD-4142-9C24-2D53AFB34C36},,,,"February 6, 2015",53005.99904137884,
22426075,Dogwood Tap,69 kV,Tap,,,18372.29,,104A,,,Southwestern Electric Power (LA),TLN194:0104A,In service,AEP - SEP non-TX,100,289838,,,{C570003A-A75D-4E08-8500-FD1C6B1A6654},,,,"February 6, 2015",6595.970746488358,
22426076,Red Point - Bellevue,69 kV,Line,,,46773.94,,104,,,Southwestern Electric Power (LA),TLN194:00104,In service,AEP - SEP non-TX,100,289854,,,{D3AB6757-F5F4-4C9A-B2D4-A9043CB51D55},,,,"February 6, 2015",16861.665157822593,
22426077,Logansport - Stonewall,138 kV,Line,"J-107,  J-112,  J-112-2, J-112-5","December 31, 1946",119696.83,,107,,,Southwestern Electric Power (LA),TLN194:00107,In service,AEP - SEP non-TX,100,289870,,,{A13DEA37-FB4E-43B6-A00C-ED1BE964B2DB},,,,"February 6, 2015",42879.73995092443,
22426080,Linwood - Southwest Shreveport,138 kV,Line,"J-109, J-109-1","December 31, 1980",48719.46,,109,,,Southwestern Electric Power (LA),TLN194:00109,In service,AEP - SEP non-TX,100,289918,,,{5E4EDA6C-6561-4DAF-98FD-CA8C7E9CF6AE},,,,"February 6, 2015",17486.485352768602,
22426082,Arsenal Hill - Linwood,138 kV,Line,J-110-4,"December 31, 1976",26688.66,,110A,,,Southwestern Electric Power (LA),TLN194:0110A,In service,AEP - SEP non-TX,100,289950,,,{375197DB-8CC1-4FFF-B443-DA998BD5AAC6},,,,"February 6, 2015",9606.278896984658,
22426083,Fort Humbug - South Shreveport,138 kV,Line,"J-110, J-110-2","December 31, 1975",55555.450000000004,,110B,,,Southwestern Electric Power (LA),TLN194:0110B,In service,AEP - SEP non-TX,100,289966,,,{B550CEAB-F9A8-412C-A25A-6CC72759B923},,,S276934,"January 9, 2019",20099.84986031086,
22426084,Linwood - South Shreveport,138 kV,Line,J-110-3,"December 31, 1953",14156.19,,110C,,,Southwestern Electric Power (LA),TLN194:0110C,In service,AEP - SEP non-TX,100,289982,,,{A1B96B31-E769-4AE2-90C0-1923DAF19AAC},,,S281766,"August 29, 2018",5129.062494082105,
22426085,Center - Logansport (TX),138 kV,Line,J-204,"December 31, 1945",85864.88,,204,,,Southwestern Electric Power (TX,TLN194:00204,In service,AEP - SEP TX,100,289998,Line relocated at str 11 in 2014 for HWY Loop 500 construction,,{730E7F66-CC10-457D-82B8-3CEBC6233763},,,S256660,"September 11, 2015",30885.080806674064,
22426087,Seventieth Street Tap,69 kV,Tap,"J-114-5 , J-114-13 , J-114-14","December 31, 1956",23536.05,,112B,,,Southwestern Electric Power (LA),TLN194:0112B,In service,AEP - SEP non-TX,100,290030,,,{650FF0D7-5C7D-457C-8AFA-72E9BFB30829},,,S281766,"November 13, 2018",8445.87945867617,
22426095,Broadmoor - Pierremont,69 kV,Line,J-114-2,"December 31, 1958",10754.95,,114D,,,Southwestern Electric Power (LA),TLN194:0114D,In service,AEP - SEP non-TX,100,290126,,,{8B443D45-F16B-4353-A42D-E00187D17714},,,S276934,"January 9, 2019",3870.0467094266496,
290142,Forbing Road Tap,69 kV,Tap,J-114-12,"December 31, 1963",822,,114K,,,Southwestern Electric Power (LA),TLN194:0114K,In service,AEP - SEP non-TX,100,290142,,,{E27F1A1C-17C3-495D-A61A-8A88D92F209D},,,S281766,"October 17, 2018",296.82550850442896,
22426104,Arsenal Hill - Shed Road,69 kV,Line,J-115-2,"December 31, 1948",2.64,,115,,,Southwestern Electric Power (LA),TLN194:00115,In service,AEP - SEP non-TX,100,290158,,,{80CA6593-F5FE-40BD-AC20-263093587D8A},,,,"February 6, 2015",5035.394190508011,
22426105,Minden Road - Shed Road,69 kV,Line,J-115-2,"December 31, 1951",9232.47,,115A,,,Southwestern Electric Power (LA),TLN194:0115A,In service,AEP - SEP non-TX,100,290174,,,{636FCCCA-AF77-46B8-B50E-2645D5138AC3},,,,"February 6, 2015",3320.164604435129,
22426109,Lieberman - Superior,69 kV,Line,J-117,"December 31, 1951",38731.37,,117A,,,Southwestern Electric Power (LA),TLN194:0117A,In service,AEP - SEP non-TX,100,290206,,,{2E5934B8-5FD1-4D49-B852-C9E16CAD5F64},,,,"February 6, 2015",13999.066731712762,
22426111,Finney Tap,69 kV,Tap,,,2095.02,,118A,,,Southwestern Electric Power (LA),TLN194:0118A,In service,AEP - SEP non-TX,100,290222,,,{863F5961-B38B-40AA-8363-F7CA76DF9816},,,,"February 6, 2015",751.2159287820384,
22426112,Lucas - Wallace Lake,69 kV,Line,"J-118 , J-118-1","December 31, 1952",27596.100000000002,,118B,,,Southwestern Electric Power (LA),TLN194:0118B,In service,AEP - SEP non-TX,100,290238,,,{8B1B5CA3-3A73-47E9-B8E4-74AD32A7F8E8},,,,"February 6, 2015",9908.051480546886,
22426113,Red Point - Whitehurst,138 kV,Line,J-119,"December 31, 1954",35955.37,,119,,,Southwestern Electric Power (LA),TLN194:00119,In service,AEP - SEP non-TX,100,290254,,,{96CC73DC-F5DB-4916-9DFD-80ACB5D5F307},,,,"February 6, 2015",12907.066334253158,
22426115,Trichel Tap - Trichel,138 kV,Tap,J-119-1,"December 31, 1971",9859.64,,119B,,,Southwestern Electric Power (LA),TLN194:0119B,In service,AEP - SEP non-TX,100,290270,,,{F5E05F2B-D0D6-4415-9D65-B4F86B200FBF},,,,"February 6, 2015",3540.5251972270803,
22426116,Flournoy - Summer Grove,69 kV,Line,"J-120, J-120-1","December 31, 1958",49255.51,,120A,,,Southwestern Electric Power (LA),TLN194:0120A,In service,AEP - SEP non-TX,100,290286,,,{397AEB82-80F7-4B01-8575-8619EB98DCBF},,,,"February 6, 2015",17679.74982170027,
22426117,Woodlawn - Karnack Sw,69 kV,Line,J-205-4,"December 31, 1941",50820.39,,205,,,Southwestern Electric Power (TX,TLN194:00205,In service,AEP - SEP TX,100,290302,,,{BC57E571-4CEC-4F43-9498-8713037C2BDE},,,S276934,"March 5, 2019",18264.31671848104,
22426119,Blanchard - Lieberman,69 kV,Line,J-121,"December 31, 1960",36682.65,,121,,,Southwestern Electric Power (LA),TLN194:00121,In service,AEP - SEP non-TX,100,290334,,,{592A3695-E859-4CA3-A06F-FD5BCE72C530},,,,"February 6, 2015",13227.610866668903,
290350,Blanchard - North Market,69 kV,Line,J-121-1,"December 31, 1960",67768.21,,121A,,,Southwestern Electric Power (LA),TLN194:0121A,In service,AEP - SEP non-TX,100,290350,,,{DEA167A3-CED5-41DD-9D9D-F6096394D274},,,S275760,"September 18, 2017",24537.097179842057,
22426126,IPC Jefferson - Lieberman (TX),138 kV,Line,J - 242,"December 31, 1947",104811.25,,242A,,,Southwestern Electric Power (TX,TLN194:0242A,In service,AEP - SEP TX,100,290414,,,{8DD5939A-5D47-47D8-A56D-502ECDA22A20},,,,"February 6, 2015",37728.769576659026,
22426128,Lieberman - Longwood,138 kV,Line,J-127,"December 31, 1945",50996.090000000004,,127A,,,Southwestern Electric Power (LA),TLN194:0127A,In service,AEP - SEP non-TX,100,290430,,,{6CDBF9BA-B30A-48D3-A743-28F2FEFFD7E0},,,,"February 6, 2015",18396.219177698745,
22426129,Arsenal Hill - Lieberman,138 kV,Line,,"December 31, 1925",112901.73,,128,,,Southwestern Electric Power (LA),TLN194:00128,In service,AEP - SEP non-TX,100,290446,,,{4600E2A5-CB76-4D22-AD27-1774EB6FFDA3},,,S272530,"February 6, 2017",40948.071959181645,
22426131,Southwest Shreveport Tap,138 kV,Tap,J-245-1,"December 31, 1972",12656.19,,129A,,,Southwestern Electric Power (LA),TLN194:0129A,In service,AEP - SEP non-TX,100,290478,,,{CFF4B52B-40F1-471C-A675-BAD6F6493CA9},,,,"February 6, 2015",4549.718285726593,
290494,Flournoy - General Motors,138 kV,Line,J-130,"December 31, 1956",8322.81,,130,,,Southwestern Electric Power (LA),TLN194:00130,In service,AEP - SEP non-TX,100,290494,,,{DDB6DC2A-524B-4568-8EDD-8AC1757AB6BF},,,S281766,"May 18, 2018",3012.316649588854,
22426133,Flournoy - Longwood,138 kV,Line,J-130,"December 31, 1956",64592.51,,130A,,,Southwestern Electric Power (LA),TLN194:0130A,In service,AEP - SEP non-TX,100,290510,,,{EFE89853-6ABA-4ADF-8A5B-CE6B3A19D947},,,,"February 6, 2015",23242.1680214851,
22426134,General Motors - Southwest Shreveport,138 kV,Line,J-130,"December 31, 1956",23017.73,,130B,,,Southwestern Electric Power (LA),TLN194:0130B,In service,AEP - SEP non-TX,100,290526,,,{1568BE74-75FE-43DC-A65A-FBBD9E10BDFF},,,,"February 6, 2015",8259.341794316415,
22426135,South Shreveport - Western Electric,138 kV,Line,J-130,"December 31, 1954",28750.79,,130C,,,Southwestern Electric Power (LA),TLN194:0130C,In service,AEP - SEP non-TX,100,290542,,,{F646D5AD-F4A7-4EE6-960C-8D9883758ADF},,,,"February 6, 2015",10316.304877375922,
22426136,Southwest Shreveport - Western Electric,138 kV,Line,J-130,"December 31, 1956",22062.5,,130D,,,Southwestern Electric Power (LA),TLN194:0130D,In service,AEP - SEP non-TX,100,290558,,,{FFFE0803-F720-438B-9FD4-0066B25FCFE8},,,,"February 6, 2015",7911.46358200031,
22426137,South Shreveport - Wallace Lake,138 kV,Line,"J-131, J-131-1","December 31, 1962",59257.3,,131,,,Southwestern Electric Power (LA),TLN194:00131,In service,AEP - SEP non-TX,100,290574,,,{F4C4D51C-97DF-4F9C-AC22-E003F44EF51A},,,,"February 6, 2015",21264.868442451174,
22426138,Wallace Lake - Mansfield (CLECO),138 kV,Line,J-131,"December 31, 1962",37928,,131A,,,Southwestern Electric Power (LA),TLN194:0131A,In service,AEP - SEP non-TX,100,290590,,,{C4C9BB49-437F-4DFB-854C-82437B57303A},,,,"February 6, 2015",13614.413609609293,
22426139,Lieberman - Red Point,138 kV,Line,"J-132 , J-132-1","December 31, 1967",176419.85,,132,,,Southwestern Electric Power (LA),TLN194:00132,In service,AEP - SEP non-TX,100,290606,,,{4019E3F5-5AA0-4D26-B675-20D147EC77AC},,,,"February 6, 2015",63488.57560321317,
22426142,Longwood - Southwest Shreveport,345 kV,Line,J-134,"December 31, 1971",101240.57,,134A,,,Southwestern Electric Power (LA),TLN194:0134A,In service,AEP - SEP non-TX,100,290622,,,{9C40DBDC-154A-46AE-B397-757C468866CB},,,,"February 6, 2015",36395.39460851251,
22426144,Longwood - Wilkes (TX),345 kV,Line,J-271,"December 31, 1967",188594.74,,271,,,Southwestern Electric Power (TX,TLN194:00271,In service,AEP - SEP TX,100,290638,,,{14E6B1E8-A1D2-4344-B54A-36A52E78A463},,,,"February 6, 2015",67888.62933661045,
22426151,Murfreesboro Uptown Tap,69 kV,Line,J-152-4,"December 31, 1960",4159.06,,152B,,,Southwestern Electric Power (AR),TLN194:0152B,In service,AEP - SEP non-TX,100,290686,,,{4F830402-5279-432C-959E-7CF68DFB3B6C},,,,"February 6, 2015",1523.4971306132806,
22426154,Nashville - Okay,69 kV,Line,J-153-1,"December 31, 1944",75089.87,,153,,,Southwestern Electric Power (AR),TLN194:00153,In service,AEP - SEP non-TX,100,290702,,,{F5AAD799-962F-4984-A452-2420D817034F},,,,"February 6, 2015",27522.103914707713,
,Van Asche - Dyess,161 kV,Line,J-154,"December 31, 2000",29521.510000000002,,340,,,Southwestern Electric Power (AR),TLN194:00340,In service,AEP - SEP non-TX,100,290750,,"Old asset of 69kV was TLN194:0154C, rebuild into 161 in 2001",{DA9A5927-3CF6-4A02-93EE-923A9B595962},,,S281088,"April 23, 2018",11160.71025431464,
22426158,Dyess - Springdale South,69 kV,Line,J-154-9,"December 31, 1928",10684.23,,154D,,,Southwestern Electric Power (AR),TLN194:0154D,In service,AEP - SEP non-TX,100,290766,,,{BF5D4909-FAC3-4333-B84C-A46204C5E235},,,S281088,"April 23, 2018",4025.286024004122,
22426162,Lowell - Rogers,161 kV,Line,W-3368,"December 31, 2003",24048.46,,154G,,,Southwestern Electric Power (AR),TLN194:0154G,In service,AEP - SEP non-TX,100,290798,,,{15D363BC-0F74-440D-B7A2-D9FF8B34C496},,,S281088,"April 16, 2018",9101.490822600391,
22426176,Sugar Hill East Tap,69 kV,Tap,J-158,"December 31, 1981",2367.17,,158D,,,Southwestern Electric Power (AR),TLN194:0158D,In service,AEP - SEP non-TX,100,290990,,,{4B137D00-9803-4A88-8BD9-495F8E6F4217},,,,"February 6, 2015",860.0956072016092,
22426181,North Rogers - Rogers,69 kV,Line,J-161-2,"December 31, 1965",3482.86,,161B,,,Southwestern Electric Power (AR),TLN194:0161B,In service,AEP - SEP non-TX,100,291038,,,{4C598AC7-0C62-4209-B61C-19BBC47F726F},,,S281088,"April 11, 2018",1340.2239650097447,
291054,Booneville - West Booneville,69 kV,Line,J-162-1,"December 31, 1962",14892.81,,162A,,,Southwestern Electric Power (AR),TLN194:0162A,In service,AEP - SEP non-TX,100,291054,,,{34B4BB7E-DA21-41D6-9414-7CBC30E4D38D},,,S281766,"November 7, 2018",5551.838127826844,
291070,North Huntington - West Booneville,161 kV,Line,J-162,"December 31, 1962",103240.82,,162B,,,Southwestern Electric Power (AR),TLN194:0162B,In service,AEP - SEP non-TX,100,291070,,,{2EC68C51-7920-4CB6-8C14-ED600A43619D},,,S281766,"November 7, 2018",38447.658491486254,
22426186,Greenland - Prairie Grove,69 kV,Line,J-164,"December 31, 1962",45147.86,,164,,,Southwestern Electric Power (AR),TLN194:00164,In service,AEP - SEP non-TX,100,291086,,,{0F6A6939-77E8-459F-A1D0-32CECAE9D897},,,S276934,"July 23, 2018",16968.22733652576,
22426187,Prairie Grove - Siloam Springs,69 kV,Line,"J-164, J-164-1","December 31, 1962",109316.77,,164A,,,Southwestern Electric Power (AR),TLN194:0164A,In service,AEP - SEP non-TX,100,291102,,,{AC4D5F1B-757D-432C-B0EC-AA41928B0C42},,,,"February 6, 2015",41187.26025558612,
22426189,Dierks - Mena,69 kV,Line,J-167,"December 31, 1970",202524.4,,167,,,Southwestern Electric Power (AR),TLN194:00167,In service,AEP - SEP non-TX,100,291118,,,{2D7B20B6-66BA-46F3-9FEB-D2C7B95AA24A},,,,"February 6, 2015",74652.13734723792,
22426194,East Rogers - North Rogers,69 kV,Line,J-169,"December 31, 1978",6794.74,,169,,,Southwestern Electric Power (AR),TLN194:00169,In service,AEP - SEP non-TX,100,291166,,,{00B902A5-CC02-43DB-A38F-E4E5694EDDAB},,,S276934,"June 13, 2018",2615.1866992462105,
22426197,Siloam Springs - West Siloam Springs (GRDA),161 kV,Line,J-172,"December 31, 1949",10847.44,,172,,,Southwestern Electric Power (AR),TLN194:00172,In service,AEP - SEP non-TX,100,291198,,,{AD677F7A-2120-4048-9B09-403D26774981},,,S276934,"March 1, 2019",4084.822629916725,
22426198,Okay - Patterson,138 kV,Line,W-3446,"December 31, 2009",102384.69,,326,,Network,Southwestern Electric Power (AR),TLN194:00326,In service,AEP - SEP non-TX,100,291214,,\\varkeofcel05\TLENG\external\Line Drawing PDF's\Patterson - Okay 138kV Line.pdf,{8A95BA6F-B1A2-47E6-904A-9F9F3E5E40A4},,,,"February 6, 2015",37357.21742517985,
22426199,Chambers Spring - Clarksville (AR),345 kV,Line,J-251,"December 31, 1998",47934.89,,175,,,Southwestern Electric Power (AR),TLN194:00175,In service,AEP - SEP non-TX,100,291230,,,{E2CE401B-25F7-4790-AFB7-A100A4438AF1},,,S281088,"April 2, 2018",18042.505325470123,
22426201,Dyess - Flint Creek,161 kV,Line,J-177,"December 31, 1974",123148.01000000001,,177,,,Southwestern Electric Power (AR),TLN194:00177,In service,AEP - SEP non-TX,100,291246,,,{7F3BBB31-0B54-4A01-8F2F-B2FC22EC0BBB},,,S281088,"April 4, 2018",46436.66837723287,
22426202,Flint Creek - Siloam Springs,161 kV,Line,J-178,"December 31, 1974",37573.93,,178,,,Southwestern Electric Power (AR),TLN194:00178,In service,AEP - SEP non-TX,100,291262,,,{3173F1B4-C141-4BD5-9E91-91B1D43545EF},,,,"February 6, 2015",14188.801020998871,
22426205,East Centerton - East Rogers,161 kV,Line,J-180-2,"December 31, 1990",49311.43,,180,,,Southwestern Electric Power (AR),TLN194:00180,In service,AEP - SEP non-TX,100,291294,,,{D0C1DEAD-5119-4DAC-8623-69B86DA0A2A4},,,S276934,"June 13, 2018",18588.726051796,
22426207,Northwest Texarkana - Patterson (AR),138 kV,Line,"J-241-2, W-3539","December 31, 1941",43862.78,,181,,Radial,Southwestern Electric Power (AR),TLN194:00181,In service,AEP - SEP non-TX,100,291326,,\\varkeofcel05\tleng\external\Line Drawing PDF's\NW Texarkana - Patterson 138kV.pdf,{368DBDDD-3238-443F-B4AE-1AB2A63AE6F4},,,,"February 6, 2015",16034.87933688704,
22426208,Patterson - South Nashville,138 kV,Line,"J-181, J 181-1, W-3535","December 31, 1941",133787.57,,181A,,,Southwestern Electric Power (AR),TLN194:0181A,In service,AEP - SEP non-TX,100,291342,,\\varkeofcel05\tleng\external\Line Drawing PDF's\Patterson - South Nashville 138kV Line.pdf,{6E5E5CB8-3780-4121-930E-62D84B54CBCA},,,S281766,"November 7, 2018",48910.22664817896,
22426211,North New Boston - Patterson (AR),138 kV,Line,J-246-1,"December 31, 1957",89821.02,,183,,,Southwestern Electric Power (AR),TLN194:00183,In service,AEP - SEP non-TX,100,291358,,,{ABDF5BA2-C6A9-45DD-B2B2-6D85E3400CBF},,,,"February 6, 2015",32722.234975073686,
22426212,Patterson - South Dierks,138 kV,Line,"J-184, 184-1","December 31, 1979",171590.44,,184,,,Southwestern Electric Power (AR),TLN194:00184,In service,AEP - SEP non-TX,100,291374,,,{75C8B334-7F92-44D0-89EC-8F30D39A3E1E},,,S276934,"February 7, 2018",62912.34395642067,
22426216,Chambers Spring - Dyess,161 kV,Line,J-189-1,"December 31, 1958",18.37,,189,,,Southwestern Electric Power (AR),TLN194:00189,In service,AEP - SEP non-TX,100,291390,"Rebuild section str.189-1 to 189-67 found no as builds and p&ps, TGIS edited back east ",,{2E3C0A6F-1E30-46FA-A2AC-E4D0BB38D558},,,S276934,"March 5, 2019",39109.30981142257,
22426217,Dyess - East Rogers,161 kV,Line,J-189-3,"December 31, 1960",71027.34,,189A,,,Southwestern Electric Power (AR),TLN194:0189A,In service,AEP - SEP non-TX,100,291406,,,{E105623E-B271-4658-AFE0-890C2DFFA789},,,S281088,"April 13, 2018",26865.29866260356,
22426224,Center - Carthage T,138 kV,Line,J-200,"December 31, 1990",58534.31,,200,,,Southwestern Electric Power (TX,TLN194:00200,In service,AEP - SEP TX,100,291422,Line relocated around Highway Loop 500 in 2014,,{DAEEBC05-94CD-4F1B-A626-ACFB77E7CE3B},,,S276934,"December 13, 2018",57093.86904109061,
22426232,Atlanta - Bloomburg (TX),69 kV,Line,J-203,"December 31, 1987",40864.38,,203,,,Southwestern Electric Power (TX,TLN194:00203,In service,AEP - SEP TX,100,291502,,,{F74E110F-4EEE-475B-AE9E-C3916FAF93A0},,,,"February 6, 2015",14778.144223316841,
22426237,Marshall 138 - Marshall 69,69 kV,Line,J-215-4,"December 31, 1983",638.61,,205C,,,Southwestern Electric Power (TX,TLN194:0205C,In service,AEP - SEP TX,100,291534,,,{D801B57F-F355-4929-8B10-3FD0E6DF26D4},,,S276934,"June 15, 2018",229.26752347832723,
22426239,Gilmer - Perdue,69 kV,Line,J-206,"December 31, 1990",60820.61,,206,,,Southwestern Electric Power (TX,TLN194:00206,In service,AEP - SEP TX,100,291550,,,{7742A545-8FA2-410D-90C4-74D61625EF74},,,,"February 6, 2015",21940.38595971903,
22426240,Clarksville - Sabine,69 kV,Line,J-207-1,"December 31, 1946",41854.53,,207,,,Southwestern Electric Power (TX,TLN194:00207,In service,AEP - SEP TX,100,291566,,,{6084B659-2617-48B1-84AA-DCC6BDADE83A},,,,"February 6, 2015",15054.27177177179,
22426241,Kilgore - Sabine,69 kV,Line,J-207,"December 31, 1946",33108.38,,207A,,,Southwestern Electric Power (TX,TLN194:0207A,In service,AEP - SEP TX,100,291582,Rebuild Jun 2012 from Kilgore - Howell designed at 138kV but still operate at 69kV,,{1E61A8C6-CA2C-46FA-BA9C-A0FBC9041EDF},,,,"February 6, 2015",11896.971338350826,
22426243,Clarksville - Greggton,69 kV,Line,J-208-4 ,"December 31, 1968",28730.33,,208,,,Southwestern Electric Power (TX,TLN194:00208,In service,AEP - SEP TX,100,291614,,,{645D8688-0959-4CCC-90A0-B294B2020D3E},,,,"February 6, 2015",10309.326917377451,
22426245,Lake Lamond - Longview,69 kV,Line,J-208-4,"December 31, 1968",18154.760000000002,,208B,,,Southwestern Electric Power (TX,TLN194:0208B,In service,AEP - SEP TX,100,291630,,,{F7E378C1-D0DD-4FC9-9C99-584C7BBAF526},,,,"February 6, 2015",6520.164242236919,
22426253,Kilgore - Overton,69 kV,Line,,,65926.31,,210,,,Southwestern Electric Power (TX,TLN194:00210,In service,AEP - SEP TX,100,291710,,,{81830717-7986-464A-A049-B2908257298E},,,,"February 6, 2015",23653.32757938066,
22426254,Kilgore - Whitney,69 kV,Line,J-210-1,"December 31, 1965",82661.55,,210A,,,Southwestern Electric Power (TX,TLN194:0210A,In service,AEP - SEP TX,100,291726,,,{F6E42B73-52C2-43AD-BCA4-A009F57E1AA7},,,,"February 6, 2015",29673.883166052255,
22426255,Longview - Whitney,69 kV,Line,J-210,"December 31, 1967",13878.34,,210B,,,Southwestern Electric Power (TX,TLN194:0210B,In service,AEP - SEP TX,100,291742,,,{FF70DCF3-3976-4E20-A268-F6A27B816498},,,S281766,"October 9, 2018",4989.417485469331,
22426257,Hawkins - Mineola,69 kV,Line,J-211,"December 31, 1962",95210.90000000001,,211A,,,Southwestern Electric Power (TX,TLN194:0211A,In service,AEP - SEP TX,100,291758,,,{CF797E77-82D5-43E6-B41F-9F27110800E0},,,S281088,"July 26, 2018",34214.369481840214,
22426259,Adora Tap,69 kV,Tap,J-212,"December 31, 1929",4566.34,,212,,,Southwestern Electric Power (TX,TLN194:00212,In service,AEP - SEP TX,100,291774,,,{507E1E17-8E89-4FEA-BD00-7B8901DED0E3},,,,"February 6, 2015",1655.0244622186808,
22426260,Mineola - North Mineola,69 kV,Line,J-212-4,"December 31, 1947",12412.130000000001,,212A,,,Southwestern Electric Power (TX,TLN194:0212A,In service,AEP - SEP TX,100,291790,,,{FF31F29E-68DC-4473-999C-10258CE86892},,,,"February 6, 2015",4476.9243560941295,
22426261,Mobile Texoma Tap,69 kV,Tap,J-212-5,"December 31, 1973",15682.720000000001,,212B,,,Southwestern Electric Power (TX,TLN194:0212B,In service,AEP - SEP TX,100,291806,,,{DFF12717-FA0A-49FB-B2CD-5EA87C4B2266},,,,"February 6, 2015",5664.61782859711,
22426269,Winfield - Winnsboro,69 kV,Line,"J-212, J-212-2, J-212-9, J-212-1","December 31, 1929",139129.5,,212K,,,Southwestern Electric Power (TX,TLN194:0212K,In service,AEP - SEP TX,100,291886,,,{1DE8230F-4F77-48D3-9B74-8F7D726A6639},,,S276934,"January 9, 2019",50568.597637923944,
22426270,Bann - New Boston,69 kV,Line,"J-213, J-213-3","December 31, 1973",82771.96,,213,,,Southwestern Electric Power (TX,TLN194:00213,In service,AEP - SEP TX,100,291902,Rebuild Bann - Hooks in 2013,,{46C091F0-922D-49FC-98FB-B607EB33C42A},,,S281766,"November 30, 2018",30226.395764222296,
22426271,Taylor Street - Bann,69 kV,Line,J-223,"December 31, 1960",50386.49,,223,,,Southwestern Electric Power (TX,TLN194:00223,In service,AEP - SEP TX,100,291918,,,{BA7A744D-A4D4-4394-A27D-229C026EB326},,,,"February 6, 2015",18326.84168103321,
22426272,Bann - Thirty Ninth Street,69 kV,Line,"J-213-2, J-213-11","December 31, 1940",49521.9,,213B,,,Southwestern Electric Power (TX,TLN194:0213B,In service,AEP - SEP TX,100,291934,,,{47C7F0D5-0EF4-4777-99C1-D5014B98F11F},,,,"February 6, 2015",18013.59302396851,
22426274,Cookville Tap,69 kV,Line,J-213-9,"December 31, 1967",9594.42,,213D,,,Southwestern Electric Power (TX,TLN194:0213D,In service,AEP - SEP TX,100,291950,,,{480C78CC-ADD3-4292-BDE3-DFF75FF284D2},,,,"February 6, 2015",3487.9406092780104,
22426275,Lone Star Ordinance Tap,69 kV,Tap,J-213-6,"December 31, 1940",5706.28,,213E,,,Southwestern Electric Power (TX,TLN194:0213E,In service,AEP - SEP TX,100,291966,,,{BD631E86-E46F-4E35-8E14-9E7AF7A4E209},,,,"February 6, 2015",2091.2572452888025,
22426277,New Boston - North New Boston,69 kV,Line,J-213-10,"December 31, 1978",7589.31,,213G,,,Southwestern Electric Power (TX,TLN194:0213G,In service,AEP - SEP TX,100,291982,,,{37F76D0A-A925-49F5-9B5F-F08A2ACABCE0},,,,"February 6, 2015",2765.545690863792,
22426278,Red River Arsenal Tap (Estimated),69 kV,Tap,J-213,"December 31, 1990",1942.21,,213H,,,Southwestern Electric Power (TX,TLN194:0213H,In service,AEP - SEP TX,100,291998,,,{C9848C78-60F4-4ACE-9CA6-C9F074D0DFFB},,,,"February 6, 2015",708.5017411555527,
22426280,Sugar Hill West Tap,69 kV,Tap,J-213-7,"December 31, 1981",2845.75,,213K,,,Southwestern Electric Power (AR),TLN194:0213K,In service,AEP - SEP non-TX,100,292014,,,{86F770BB-8434-48A8-BBA6-744159981855},,,,"February 6, 2015",1037.8429895034753,
22426282,Taylor Street - Texarkana Plant (TX),69 kV,Line,J-213-1,"December 31, 1951",14352.59,,213M,,,Southwestern Electric Power (TX,TLN194:0213M,In service,AEP - SEP TX,100,292030,,,{7976ED58-14EA-4EF2-9AF2-1F2C69A7600D},,,,"February 6, 2015",5224.080873539281,
22426285,Grand Saline - Mineola,69 kV,Line,,,36271.48,,214,,,Southwestern Electric Power (TX,TLN194:0214A,In service,AEP - SEP TX,100,292062,,,{86F5A48A-0856-4EB5-91EF-C25C65095641},,,,"February 6, 2015",13128.56605090922,
